"序号","产品编码","型号","产品ID","产品名称","接头类型","数据来源类型","当前状态","详情Slug","详情链接","主图字段","主图引用路径","实际匹配路径","检查结果","建议动作","数据文件","数据位置"
"61","809357","BL-16F-PP-N","809357","BL-16F-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-16f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16f-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3553 行"
"62","809358","BL-24F-PP-N","809358","BL-24F-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-24f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-24f-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3611 行"
"63","809359","BL-32F-PP-N","809359","BL-32F-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-32f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-32f-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3669 行"
"64","809360","BL-40F-PP-N","809360","BL-40F-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-40f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-40f-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3727 行"
"65","809361","BL-64F-PP-N","809361","BL-64F-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-64f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-64f-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3785 行"
"66","809362","BL-95D-PP-N","809362","BL-95D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bl-95d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-95d-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 3843 行"
"67","809369","BY-40D-PA-W","809369","BY-40D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/by-40d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\by-40d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7958 行"
"68","809370","BA-32C-64C-PP-N","809370","BA-32C-64C-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-32c-64c-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-32c-64c-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 885 行"
"69","809371","BA-32C-64C-PA-W","809371","BA-32C-64C-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-32c-64c-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-32c-64c-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 827 行"
"70","809374","BA-32V-40V-PP-N","809374","BA-32V-40V-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-32v-40v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-32v-40v-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 943 行"
"71","809375","BA-32V-40V-PA-W","809375","BA-32V-40V-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-32v-40v-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-32v-40v-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1001 行"
"72","809376","BA-24V-40V-PP-N","809376","BA-24V-40V-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-24v-40v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-24v-40v-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1059 行"
"73","809377","BA-24V-40V-PA-W","809377","BA-24V-40V-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-24v-40v-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-24v-40v-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1117 行"
"74","809378","BA-64V-79V-PP-N","809378","BA-64V-79V-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64v-79v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64v-79v-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1175 行"
"75","809379","BA-64V-79V-PA-W","809379","BA-64V-79V-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64v-79v-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64v-79v-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1233 行"
"76","809380","BY-24D-16D-16D-PP-N","809380","BY-24D-16D-16D-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/by-24d-16d-16d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\by-24d-16d-16d-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 8017 行"
"77","809381","BY-24D-16D-16D-PA-W","809381","BY-24D-16D-16D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/by-24d-16d-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\by-24d-16d-16d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 8076 行"
"78","809406","BBL-16D-PA-W","809406","BBL-16D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bbl-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bbl-16d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 9533 行"
"79","809407","BBL-24D-PA-W","809407","BBL-24D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bbl-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bbl-24d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 9590 行"
"80","809408","BBL-32D-PA-W","809408","BBL-32D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bbl-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bbl-32d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 9647 行"
"81","809410","BT-16D-24D-24D-PA-W","809410","BT-16D-24D-24D-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/bt-16d-24d-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-16d-24d-24d-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 7014 行"
"82","809424","BA-64C-PP-N","809424","BA-64C-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64c-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64c-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1291 行"
"83","809425","BA-64C-PA-W","809425","BA-64C-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64c-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64c-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1349 行"
"84","809426","BA-64V-95V-PP-N","809426","BA-64V-95V-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64v-95v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64v-95v-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1407 行"
"85","809427","BA-64V-95V-PA-W","809427","BA-64V-95V-PA-W","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64v-95v-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64v-95v-pa-w-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1465 行"
"86","809428","BA-64X-127X-PP-N","809428","BA-64X-127X-PP-N","barbed-fittings","barbed-fitting-selection","active","barbed-fittings","/products/fittings/barbed-fittings","imageCard","/images/products/fittings/barbed-fittings/products/ba-64x-127x-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\ba-64x-127x-pp-n-main.jpg","正常","无需处理","data/products/selection/barbed-fitting-selection.generated.ts","data/products/selection/barbed-fitting-selection.generated.ts 第 1523 行"
