"序号","产品名称","产品编码","型号","Slug","产品类别/系列","检查结果","主图字段","主图引用路径","实际匹配路径","数据文件","数据位置","建议动作"
"66","L型等径倒刺接头","809361","BL-64F-PP-N","bl-64f-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-64f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-64f-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[65]","无需处理"
"67","L型等径倒刺接头","809362","BL-95D-PP-N","bl-95d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-95d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-95d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[66]","无需处理"
"68","L型等径倒刺接头","809632","BL-16D-PP-N","bl-16d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[67]","无需处理"
"69","L型等径倒刺接头","809633","BL-16D-PA-W","bl-16d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[68]","无需处理"
"70","L型等径倒刺接头","809634","BL-24D-PP-N","bl-24d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-24d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-24d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[69]","无需处理"
"71","L型等径倒刺接头","809635","BL-24D-PA-W","bl-24d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-24d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[70]","无需处理"
"72","L型等径倒刺接头","809636","BL-32D-PP-N","bl-32d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-32d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[71]","无需处理"
"73","L型等径倒刺接头","809637","BL-32D-PA-W","bl-32d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-32d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[72]","无需处理"
"74","L型异径倒刺接头","809638","BL-16D-24D-PP-N","bl-16d-24d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-24d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-24d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[73]","无需处理"
"75","L型异径倒刺接头","809639","BL-16D-24D-PA-W","bl-16d-24d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-24d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[74]","无需处理"
"76","L型异径倒刺接头","809640","BL-24D-32D-PP-N","bl-24d-32d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-24d-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-24d-32d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[75]","无需处理"
"77","L型异径倒刺接头","809641","BL-24D-32D-PA-W","bl-24d-32d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-24d-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-24d-32d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[76]","无需处理"
"78","L型异径倒刺接头","809642","BL-16D-32D-PP-N","bl-16d-32d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-32d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[77]","无需处理"
"79","L型异径倒刺接头","809643","BL-16D-32D-PA-W","bl-16d-32d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-16d-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-16d-32d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[78]","无需处理"
"80","L型等径倒刺接头","809645","BL-127V-PP-N","bl-127v-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bl-127v-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bl-127v-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[79]","无需处理"
"81","L型等径倒刺接头","809881","BL-160-PP-N","bl-160-pp-n","fittings","正常","mainImage","/images/logo/foreach-logo-color.svg","F:\WebsiteProjects\foreach-website-2026\public\images\logo\foreach-logo-color.svg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[80]","无需处理"
"82","T型等径倒刺接头","809309","BT-16F-PP-N","bt-16f-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-16f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-16f-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[81]","无需处理"
"83","T型等径倒刺接头","809310","BT-24F-PP-N","bt-24f-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-24f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-24f-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[82]","无需处理"
"84","T型等径倒刺接头","809311","BT-32F-PP-N","bt-32f-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32f-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32f-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[83]","无需处理"
"85","T型等径倒刺接头","809327","BT-24F-PA-W","bt-24f-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-24f-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-24f-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[84]","无需处理"
"86","T型等径倒刺接头","809337","BT-16F-PA-W","bt-16f-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-16f-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-16f-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[85]","无需处理"
"87","T型等径倒刺接头","809338","BT-32F-PA-W","bt-32f-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32f-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32f-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[86]","无需处理"
"88","T型等径倒刺接头","809438","BT-40C-PP-N","bt-40c-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-40c-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-40c-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[87]","无需处理"
"89","T型等径倒刺接头","809439","BT-40C-PA-W","bt-40c-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-40c-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-40c-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[88]","无需处理"
"90","T型等径倒刺接头","809440","BT-64C-PP-N","bt-64c-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-64c-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-64c-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[89]","无需处理"
"91","T型等径倒刺接头","809441","BT-64C-PA-W","bt-64c-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-64c-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-64c-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[90]","无需处理"
"92","T型等径倒刺接头","809442","BT-95X-PP-N","bt-95x-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-95x-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-95x-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[91]","无需处理"
"93","T型等径倒刺接头","809443","BT-95X-PA-W","bt-95x-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-95x-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-95x-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[92]","无需处理"
"94","T型异径倒刺接头","809444","BT-32D-32D-16D-PP-N","bt-32d-32d-16d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32d-32d-16d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32d-32d-16d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[93]","无需处理"
"95","T型异径倒刺接头","809445","BT-32D-32D-16D-PA-W","bt-32d-32d-16d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32d-32d-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32d-32d-16d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[94]","无需处理"
"96","T型异径倒刺接头","809446","BT-24D-24D-16D-PP-N","bt-24d-24d-16d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-24d-24d-16d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-24d-24d-16d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[95]","无需处理"
"97","T型异径倒刺接头","809447","BT-24D-24D-16D-PA-W","bt-24d-24d-16d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-24d-24d-16d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-24d-24d-16d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[96]","无需处理"
"98","T型异径倒刺接头","809448","BT-32D-32D-24D-PP-N","bt-32d-32d-24d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32d-32d-24d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32d-32d-24d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[97]","无需处理"
"99","T型异径倒刺接头","809449","BT-32D-32D-24D-PA-W","bt-32d-32d-24d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-32d-32d-24d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-32d-32d-24d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[98]","无需处理"
"100","T型异径倒刺接头","809450","BT-64D-64D-32D-PP-N","bt-64d-64d-32d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-64d-64d-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-64d-64d-32d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[99]","无需处理"
"101","T型异径倒刺接头","809451","BT-64D-64D-32D-PA-W","bt-64d-64d-32d-pa-w","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-64d-64d-32d-pa-w-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-64d-64d-32d-pa-w-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[100]","无需处理"
"102","T型异径倒刺接头","809452","BT-24D-32D-32D-PP-N","bt-24d-32d-32d-pp-n","fittings","正常","mainImage","/images/products/fittings/barbed-fittings/products/bt-24d-32d-32d-pp-n-main.jpg","F:\WebsiteProjects\foreach-website-2026\public\images\products\fittings\barbed-fittings\products\bt-24d-32d-32d-pp-n-main.jpg",".local-backups/downlist-806-2026-07-17T08-16-33-947Z/data/products/generated/fittings/barbed-fittings/detail/index.json","$[101]","无需处理"
